"Contig_id","Nb.genes.contigs","Fragment","Nb.genes","Category","Nb.phage.hallmark.genes","Phage.gene.enrichment.sig","Non.Caudovirales.phage.gene.enrichment.sig","Pfam.depletion.sig","Uncharacterized.enrichment.sig","Strand.switch.depletion.sig","Short.genes.enrichment.sig","Scaffold.ID","Scaffold.Name","Genome.ID","Genome","Gene.Count","Sequence.Length..bp.","GC.Content","Read.Depth","Prophages.per.scaffold","Prophages.per.genome"
"2517093774_Syn9616DRAFT_scaffold1_1-circular",2781,"2517093774_Syn9616DRAFT_scaffold1_1-circular-gene_431-gene_530",100,2,1,"","","gene_431-gene_530:20.52423158979292","gene_431-gene_530:18.64155861600038","","",2517093774,"Synechococcus sp. CC9616 : Syn9616DRAFT_scaffold1.1",2517093019,"Synechococcus sp. CC9616",2958,2645910,0.57,1,6,6
"2517434717_A3EYDRAFT_scaffold00015_15-circular",25,"2517434717_A3EYDRAFT_scaffold00015_15-circular",25,2,1,"","","gene_3-gene_25:4.95216220375143","","","",2517434717,"Loktanella hongkongensis DSM 17492 : A3EYDRAFT_scaffold00015.15",2517434011,"Loktanella hongkongensis DSM 17492",23,17661,0.63,1,1,1
"2517487235_scaffold00006",4444,"2517487235_scaffold00006-gene_2294-gene_2391",98,2,4,"","","gene_2343-gene_2391:15.61007447337085","gene_2294-gene_2391:2.40895700530728","","",2517487235,"Loktanella sp. SE62 : scaffold00006",2517487002,"Loktanella sp. SE62",4572,4521360,0.62,1,3,3
"2521191523_Phaar_neu_scaffold_2516677464_1",4114,"2521191523_Phaar_neu_scaffold_2516677464_1-gene_1-gene_82",82,2,2,"","","gene_1-gene_82:11.98505530306585","gene_4-gene_82:6.61016546990869","","gene_70-gene_82:3.62381653867472",2521191523,"cArct_4215",2521172622,"Pseudophaeobacter arcticus DSM 23566",4089,4215469,0.59,1,6,6
"2521191523_Phaar_neu_scaffold_2516677464_1",4114,"2521191523_Phaar_neu_scaffold_2516677464_1-gene_1517-gene_1561",45,2,3,"","","gene_1517-gene_1561:17.42805458047215","","","",2521191523,"cArct_4215",2521172622,"Pseudophaeobacter arcticus DSM 23566",4089,4215469,0.59,1,6,6
"2521191523_Phaar_neu_scaffold_2516677464_1",4114,"2521191523_Phaar_neu_scaffold_2516677464_1-gene_2017-gene_2055",39,2,3,"","","gene_2017-gene_2055:15.15293130807227","gene_2017-gene_2054:2.06877430409231","","",2521191523,"cArct_4215",2521172622,"Pseudophaeobacter arcticus DSM 23566",4089,4215469,0.59,1,6,6
"2521191523_Phaar_neu_scaffold_2516677464_1",4114,"2521191523_Phaar_neu_scaffold_2516677464_1-gene_2113-gene_2204",92,2,7,"gene_2162-gene_2204:6.23075266622816","","gene_2113-gene_2204:16.16922237665582","","","",2521191523,"cArct_4215",2521172622,"Pseudophaeobacter arcticus DSM 23566",4089,4215469,0.59,1,6,6
"2521194441_CP003845",3795,"2521194441_CP003845-gene_2449-gene_2500",52,2,3,"","","gene_2449-gene_2500:18.91574060192179","","","",2521194441,"Alteromonas macleodii Black Sea 11 : CP003845",2521172684,"Alteromonas macleodii Black Sea 11",3858,4480507,0.45,1,2,2
"2524031326_Shewanella",4136,"2524031326_Shewanella-gene_1665-gene_1720",56,2,4,"","","gene_1665-gene_1720:17.28480278090927","","","",2524031326,"Shewanella frigidimarina NCIMB 400 : Shewanella",2524023134,"Shewanella frigidimarina NCIMB 400",4174,4845257,0.42,1,1,1
"2524031327_Shewanella",3897,"2524031327_Shewanella-gene_3320-gene_3369",50,2,4,"","","gene_3320-gene_3369:14.97169187362192","","","",2524031327,"Shewanella denitrificans OS217 : Shewanella",2524023135,"Shewanella denitrificans OS217",3920,4545906,0.45,1,2,2
"2524037964_FO203503",4557,"2524037964_FO203503-gene_4414-gene_4444",31,2,1,"","","gene_4414-gene_4444:7.25819422222262","","","",2524037964,"Desulfobacula toluolica Tol2 : FO203503",2524023220,"Desulfobacula toluolica Tol2",4435,5197905,0.41,1,2,2
"2526166977_SER39009_Serratia_39006_draft_12-05-13_1",4403,"2526166977_SER39009_Serratia_39006_draft_12-05-13_1-gene_2475-gene_2515",41,2,4,"gene_2481-gene_2515:11.65794422701796","","gene_2475-gene_2515:12.05114860054580","","","",2526166977,"Draft Genome Sequence of Serratia sp. strain ATCC 39006 : SER39009_Serratia_39006_draft_12-05-13.1",2526164535,"Serratia sp. ATCC 39006",4578,4947661,0.49,1,3,3
"2526166977_SER39009_Serratia_39006_draft_12-05-13_1",4403,"2526166977_SER39009_Serratia_39006_draft_12-05-13_1-gene_4119-gene_4180",62,2,1,"gene_4150-gene_4180:12.54157083720893","","gene_4119-gene_4180:13.76764317327140","","","",2526166977,"Draft Genome Sequence of Serratia sp. strain ATCC 39006 : SER39009_Serratia_39006_draft_12-05-13.1",2526164535,"Serratia sp. ATCC 39006",4578,4947661,0.49,1,3,3
"2540348203_FO203427",3295,"2540348203_FO203427-gene_2262-gene_2352",91,2,4,"","","gene_2262-gene_2352:3.86079496472651","","","",2540348203,"Desulfovibrio piezophilus C1TLV30, DSM 21447 : FO203427",2540341170,"Desulfovibrio piezophilus C1TLV30",3431,3646098,0.5,1,2,2
"2540355318_H276DRAFT_scaffold00001_1-circular",3704,"2540355318_H276DRAFT_scaffold00001_1-circular-gene_733-gene_751",19,2,1,"","","gene_733-gene_751:5.48802165364244","","","",2540355318,"Mycobacterium sp. 141 : H276DRAFT_scaffold00001.1",2540341250,"Mycobacterium sp. 141",3820,3866206,0.66,1,2,2
"2549075848_RCA23c",3168,"2549075848_RCA23c-gene_2282-gene_2353",72,2,1,"","","gene_2282-gene_2353:5.76606632807423","gene_2308-gene_2323:2.14045680092364","","",2549075848,"Planktomarina temperata RCA23, DSM 22400 (RCA23) : RCA23c",2548877138,"Planktomarina temperata RCA23, DSM 22400 (RCA23)",3101,3288122,0.54,1,2,2
"2551322688_A142DRAFT_AJZD01000300_1_300-circular",5,"2551322688_A142DRAFT_AJZD01000300_1_300-circular",5,2,0,"","5.1799134","","","","2.067526235",2551322688,"Vibrio splendidus 12E03 : A142DRAFT_AJZD01000300_1.300",2551306058,"Vibrio splendidus 12E03",5,3223,0.4,1,1,1
"2551324408_A148DRAFT_AJZJ01000420_1_420-circular",6,"2551324408_A148DRAFT_AJZJ01000420_1_420-circular",6,2,0,"","5.004057711","","","","",2551324408,"Vibrio splendidus 1F-157 : A148DRAFT_AJZJ01000420_1.420",2551306064,"Vibrio splendidus 1F-157",7,3509,0.39,1,1,1
"2551327266_A147DRAFT_AJZI01000054_1_54-circular",20,"2551327266_A147DRAFT_AJZI01000054_1_54-circular",20,2,1,"","","5.714627634","","","",2551327266,"Vibrio splendidus FF-6 : A147DRAFT_AJZI01000054_1.54",2551306078,"Vibrio splendidus FF-6",21,16865,0.44,1,1,1
"2558913391_P176DRAFT_scf7180000000002_quiver_dupTrim_6579_1",3571,"2558913391_P176DRAFT_scf7180000000002_quiver_dupTrim_6579_1-gene_2375-gene_2437",63,2,0,"gene_2375-gene_2406:5.69748888632903","","gene_2375-gene_2437:34.78958860571392","gene_2407-gene_2436:4.44718280041448","","",2558913391,"Sediminibacter sp. Hel_I_10 : P176DRAFT_scf7180000000002_quiver_dupTrim_6579.1",2558860975,"Sediminibacter sp. Hel_I_10",3688,4106053,0.37,1,4,4
"2561541728_CP006605",3414,"2561541728_CP006605-gene_366-gene_387",22,2,0,"gene_366-gene_387:3.84604245208845","gene_373-gene_387:18.62355357615353","gene_366-gene_387:4.48612765191556","","","",2561541728,"Vibrio campbellii ATCC BAA-1116 : CP006605",2561511217,"Vibrio campbellii ATCC BAA-1116",3496,3746887,0.46,1,2,2
"2561541728_CP006605",3414,"2561541728_CP006605-gene_664-gene_745",82,2,7,"gene_682-gene_736:6.83166604104609","","gene_664-gene_745:15.69621002462923","","","",2561541728,"Vibrio campbellii ATCC BAA-1116 : CP006605",2561511217,"Vibrio campbellii ATCC BAA-1116",3496,3746887,0.46,1,2,2
"2571071633_BS76DRAFT_scf7180000000002_quiver_dupTrim_10022_1",2522,"2571071633_BS76DRAFT_scf7180000000002_quiver_dupTrim_10022_1-gene_509-gene_575",67,2,3,"gene_524-gene_575:4.16545484497978","","gene_509-gene_571:34.94341581866966","gene_509-gene_563:8.24194447232934","","gene_541-gene_566:4.35190630816225",2571071633,"Thiomicrospira sp. MA2-6 : BS76DRAFT_scf7180000000002_quiver_dupTrim_10022.1",2571042363,"Thiomicrospira sp. MA2-6",2546,2676715,0.5,1,1,1
"2571156966_P166DRAFT_scf7180000000008_quiver_2",2328,"2571156966_P166DRAFT_scf7180000000008_quiver_2-gene_408-gene_460",53,2,6,"gene_424-gene_453:2.37368081795334","","gene_408-gene_460:14.51674246211043","","","",2571156966,"Hydrogenovibrio marinus DSM 11271 : P166DRAFT_scf7180000000008_quiver.2",2571042915,"Hydrogenovibrio marinus DSM 11271",2390,2497233,0.44,1,1,1
"2597512639_Ga0036914_gi564132530_1",3993,"2597512639_Ga0036914_gi564132530_1-gene_1146-gene_1179",34,2,1,"","","gene_1146-gene_1179:7.87233724812148","","","",2597512639,"Congregibacter litoralis KT71 : Ga0036914_gi564132530.1",2597489864,"Congregibacter litoralis KT71",3981,4351117,0.58,1,5,5
"2597512639_Ga0036914_gi564132530_1",3993,"2597512639_Ga0036914_gi564132530_1-gene_2218-gene_2230",13,2,1,"","","gene_2218-gene_2230:3.25065651290056","","","",2597512639,"Congregibacter litoralis KT71 : Ga0036914_gi564132530.1",2597489864,"Congregibacter litoralis KT71",3981,4351117,0.58,1,5,5
"2597520218_Ga0032872_gi461490773_1",3572,"2597520218_Ga0032872_gi461490773_1-gene_433-gene_485",53,2,2,"gene_434-gene_485:4.01150416521954","","gene_433-gene_471:15.21516150652803","","","",2597520218,"Thalassolituus oleivorans MIL-1 : Ga0032872_gi461490773.1",2597489935,"Thalassolituus oleivorans MIL-1",3638,3920328,0.47,1,1,1
"2619690354_Ga0074067_11",4508,"2619690354_Ga0074067_11-gene_1683-gene_1739",57,2,3,"gene_1683-gene_1734:8.49488980134638","","gene_1683-gene_1739:26.80206934240449","","","",2619690354,"Martelella endophytica YC6887 : Ga0074067_11",2619619303,"Martelella endophytica YC6887",4530,4817335,0.62,1,3,3
"2619690354_Ga0074067_11",4508,"2619690354_Ga0074067_11-gene_3019-gene_3085",67,2,3,"","","gene_3019-gene_3085:18.86724119779672","","","",2619690354,"Martelella endophytica YC6887 : Ga0074067_11",2619619303,"Martelella endophytica YC6887",4530,4817335,0.62,1,3,3
"2619690354_Ga0074067_11",4508,"2619690354_Ga0074067_11-gene_3758-gene_3822",65,2,3,"gene_3773-gene_3818:4.42555533945776","","gene_3758-gene_3822:17.70047623407212","","","",2619690354,"Martelella endophytica YC6887 : Ga0074067_11",2619619303,"Martelella endophytica YC6887",4530,4817335,0.62,1,3,3
"2622780072_scf7180000000004",3532,"2622780072_scf7180000000004-gene_1974-gene_2063",90,2,1,"","","gene_1974-gene_2051:26.77341672704222","gene_1975-gene_2063:14.70159808305535","","",2622780072,"Flagellimonas sp. DK169 : scf7180000000004",2622736625,"Flagellimonas sp. DK169",3561,4118402,0.38,1,2,2
"2627853750_Ga0079189_11",2988,"2627853750_Ga0079189_11-gene_1059-gene_1101",43,2,5,"gene_1059-gene_1096:2.97392605954134","","gene_1061-gene_1101:18.27415130500109","","","",2627853750,"Clostridium propionicum X2, DSM 1682 (CPRO) : Ga0079189_11",2627853505,"Clostridium propionicum X2, DSM 1682 (CPRO)",3045,3120417,0.39,1,8,8
"2627853750_Ga0079189_11",2988,"2627853750_Ga0079189_11-gene_1309-gene_1413",105,2,4,"","","gene_1309-gene_1407:14.58997368738306","gene_1360-gene_1413:2.10765151372319","","",2627853750,"Clostridium propionicum X2, DSM 1682 (CPRO) : Ga0079189_11",2627853505,"Clostridium propionicum X2, DSM 1682 (CPRO)",3045,3120417,0.39,1,8,8
"2627853750_Ga0079189_11",2988,"2627853750_Ga0079189_11-gene_2109-gene_2159",51,2,4,"","","gene_2109-gene_2159:14.43526079420352","gene_2130-gene_2145:2.16631529964848","","",2627853750,"Clostridium propionicum X2, DSM 1682 (CPRO) : Ga0079189_11",2627853505,"Clostridium propionicum X2, DSM 1682 (CPRO)",3045,3120417,0.39,1,8,8
"2627853750_Ga0079189_11",2988,"2627853750_Ga0079189_11-gene_2309-gene_2332",24,2,4,"","","gene_2309-gene_2332:8.86921935393543","","","",2627853750,"Clostridium propionicum X2, DSM 1682 (CPRO) : Ga0079189_11",2627853505,"Clostridium propionicum X2, DSM 1682 (CPRO)",3045,3120417,0.39,1,8,8
"2627853750_Ga0079189_11",2988,"2627853750_Ga0079189_11-gene_2403-gene_2446",44,2,5,"","","gene_2403-gene_2446:20.24441950926167","","","",2627853750,"Clostridium propionicum X2, DSM 1682 (CPRO) : Ga0079189_11",2627853505,"Clostridium propionicum X2, DSM 1682 (CPRO)",3045,3120417,0.39,1,8,8
"2627853750_Ga0079189_11",2988,"2627853750_Ga0079189_11-gene_2747-gene_2783",37,2,4,"","","gene_2747-gene_2783:14.00930775218705","","","",2627853750,"Clostridium propionicum X2, DSM 1682 (CPRO) : Ga0079189_11",2627853505,"Clostridium propionicum X2, DSM 1682 (CPRO)",3045,3120417,0.39,1,8,8
"2627853750_Ga0079189_11",2988,"2627853750_Ga0079189_11-gene_728-gene_784",57,2,3,"gene_728-gene_769:2.90941320854331","","gene_728-gene_784:22.15826657951638","gene_770-gene_784:4.73321067436102","","",2627853750,"Clostridium propionicum X2, DSM 1682 (CPRO) : Ga0079189_11",2627853505,"Clostridium propionicum X2, DSM 1682 (CPRO)",3045,3120417,0.39,1,8,8
"2627853750_Ga0079189_11",2988,"2627853750_Ga0079189_11-gene_829-gene_894",66,2,3,"","","gene_829-gene_894:3.18628552696437","","","",2627853750,"Clostridium propionicum X2, DSM 1682 (CPRO) : Ga0079189_11",2627853505,"Clostridium propionicum X2, DSM 1682 (CPRO)",3045,3120417,0.39,1,8,8
"2627905620_Ga0077997_11",3407,"2627905620_Ga0077997_11-gene_2472-gene_2532",61,2,4,"gene_2472-gene_2531:31.56123307892979","","gene_2472-gene_2532:33.46964993951760","","","",2627905620,"Geobacillus sp. 12AMOR1 : Ga0077997_11",2627853986,"Geobacillus sp. 12AMOR1",3535,3410035,0.52,1,1,1
"2630977684_Ga0081187_11-circular",6938,"2630977684_Ga0081187_11-circular-gene_3910-gene_4007",98,2,1,"","","gene_3910-gene_4007:2.21358066389388","","","",2630977684,"Moorea producens-heterotrophic bacteria co-culture from Jamaica Moorea producens JHB 22AUG96-1 (Final Draft of Linear Chromosome and 2 Linear Plasmid Scaffolds) : Ga0081187_11",2630968265,"Moorea producens-heterotrophic bacteria co-culture from Jamaica (Final Draft of Linear Chromosome and 2 Linear Plasmid Scaffolds)",7599,9373345,0.44,1,8,8
"2631013058_Ga0046381_11",4521,"2631013058_Ga0046381_11-gene_2102-gene_2153",52,2,4,"","","gene_2102-gene_2153:10.29695429437755","","","",2631013058,"Shewanella baltica OS678 : Ga0046381_11",2630968672,"Shewanella baltica OS678",4708,5288069,0.46,1,3,3
"2631013058_Ga0046381_11",4521,"2631013058_Ga0046381_11-gene_2879-gene_2918",40,2,9,"gene_2879-gene_2904:16.73322848886331","","gene_2879-gene_2918:19.30375084885384","","","",2631013058,"Shewanella baltica OS678 : Ga0046381_11",2630968672,"Shewanella baltica OS678",4708,5288069,0.46,1,3,3
"2631013058_Ga0046381_11",4521,"2631013058_Ga0046381_11-gene_770-gene_828",59,2,4,"gene_778-gene_828:3.29236736969155","","gene_770-gene_828:21.78035987518544","","","",2631013058,"Shewanella baltica OS678 : Ga0046381_11",2630968672,"Shewanella baltica OS678",4708,5288069,0.46,1,3,3
"2631041750_Ga0081465_101",6340,"2631041750_Ga0081465_101-gene_1388-gene_1486",99,2,3,"","","gene_1388-gene_1486:4.89928340104499","","","",2631041750,"Moorea producens-heterotrophic bacteria co-culture from Cura?ao Moorea producens 3L (One linear chromosome and 78 unmapped contigs) : Ga0081465_101",2630969006,"Moorea producens-heterotrophic bacteria co-culture from Cura?ao (One linear chromosome and 78 unmapped contigs)",6946,8171464,0.44,1,5,5
"2634525851_Ga0002050_131-circular",24,"2634525851_Ga0002050_131-circular",24,2,0,"","gene_16-gene_25:7.95870907326790","10.57576812","gene_3-gene_21:4.87284650947836","","gene_15-gene_24:2.96074773029232",2634525851,"Marinobacterium georgiense DSM 11526 : Ga0002050_131",2634166328,"Marinobacterium georgiense DSM 11526",31,16630,0.48,1,1,1
